Memo ID,account_id,Date,Shortcode,Memo,Rep ID,Sentiment,Channel,Intent
151,443c0160-bac5-4733-86d5-9c423bf3d008,2024-11-27,OTP,2024-11-27 | OTP | Rep: REP509 | Note: Offered balance transfer options; customer interested.,REP509,Negative,Chat,Authentication Help
152,06d305e4-2a06-42f7-8e38-125c143d97ef,2024-11-14,ACCT,2024-11-14 | ACCT | Rep: REP700,REP700,Negative,Voice,General Account Info
153,41859cc2-9f52-49b6-9c34-6b7d3257de06,2024-11-08,DISP,2024-11-08 | DISP | Rep: REP373,REP373,Neutral,Voice,Dispute Transaction
154,c7018be2-d970-4ed2-ac6b-c2bfd14c44ff,2025-03-01,CC,2025-03-01 | CC | Rep: REP778,REP778,Positive,Email,Apply Credit Card
155,225cc911-8434-49ec-b30f-7cfd9c4a33b2,2024-12-16,PND DOC,2024-12-16 | PND DOC | Rep: REP032,REP032,Positive,Chat,Document Follow-up
156,d7fe11dc-048f-49b8-b1bc-dcbdbb9a7984,2025-04-07,BAL TRF,2025-04-07 | BAL TRF | Rep: REP033,REP033,Negative,Voice,Balance Transfer Request
157,ce8624be-26bf-4d8d-bc8e-6ba8dc7ddf63,2024-10-24,CLOSE ACCT,2024-10-24 | CLOSE ACCT | Rep: REP159,REP159,Neutral,Chat,Close Account
158,8d40f1f4-e8f8-4c51-bae9-54db78afb62d,2025-04-09,ECS RVS,2025-04-09 | ECS RVS | Rep: REP771 | Note: Card declined during purchase—issue escalated.,REP771,Positive,Voice,Reversal Request
159,225cc911-8434-49ec-b30f-7cfd9c4a33b2,2024-12-19,BAL TRF,2024-12-19 | BAL TRF | Rep: REP691 | Note: Requested urgent update to mailing address.,REP691,Negative,Voice,Balance Transfer Request
160,f89462a3-b7a7-47a0-860d-341f8d68e2be,2025-04-01,COLL,2025-04-01 | COLL | Rep: REP700,REP700,Positive,Email,Collections Call
161,a226dc1c-bb88-40bd-9556-7af947862c29,2025-02-14,CHQ BK,2025-02-14 | CHQ BK | Rep: REP987,REP987,Neutral,Email,Order Cheque Book
162,ce8624be-26bf-4d8d-bc8e-6ba8dc7ddf63,2024-11-17,PIN RST,2024-11-17 | PIN RST | Rep: REP047,REP047,Neutral,Voice,Reset PIN
163,4c183bc4-9920-4b57-899a-9e39cfe16ad0,2025-03-06,NRI,2025-03-06 | NRI | Rep: REP158,REP158,Positive,Chat,Foreign Services
164,bf954c81-7139-4f99-9385-aab171dbf23d,2025-03-19,BAL QRY,2025-03-19 | BAL QRY | Rep: REP915 | Note: Advised to visit branch with original documents.,REP915,Negative,Chat,Balance Inquiry
165,36bd642d-6ae0-48aa-970f-6d1ce4c68704,2024-11-18,DC,2024-11-18 | DC | Rep: REP352 | Note: Card declined during purchase—issue escalated.,REP352,Neutral,Chat,Debit Card Service
166,e060bf64-5d7b-4fce-b318-1054dfee0b20,2024-12-26,COLL,2024-12-26 | COLL | Rep: REP468 | Note: Customer confirmed identity after 2FA.,REP468,Positive,Chat,Collections Call
167,b9d0fe24-6860-4bbc-b5c1-7a0c8810d05c,2025-03-31,FVR CHK,2025-03-31 | FVR CHK | Rep: REP131,REP131,Negative,Email,Fraud Detection
168,e4a60b15-684d-4f73-a69e-41ecdd293758,2025-01-25,CHQ BK,2025-01-25 | CHQ BK | Rep: REP686,REP686,Negative,Voice,Order Cheque Book
169,91aae7c3-2bcf-4b9b-b239-0dd0de5f6e6f,2024-11-03,PND DOC,2024-11-03 | PND DOC | Rep: REP413 | Note: Dispute form submitted; follow-up needed in 5 days.,REP413,Positive,Chat,Document Follow-up
170,6117057d-dd3f-4142-844c-1e49f9428e43,2025-02-05,LMT INC,2025-02-05 | LMT INC | Rep: REP925,REP925,Neutral,Chat,Increase Credit Limit
171,840e6707-e8c3-4b4a-8af2-b0b7b29a93b5,2024-10-31,NRI,2024-10-31 | NRI | Rep: REP878,REP878,Negative,Chat,Foreign Services
172,ce8624be-26bf-4d8d-bc8e-6ba8dc7ddf63,2024-12-14,CC,2024-12-14 | CC | Rep: REP345,REP345,Positive,Chat,Apply Credit Card
173,5282a13a-908f-4fe8-b799-d702be60d2f7,2025-01-16,STMT RQ,2025-01-16 | STMT RQ | Rep: REP059,REP059,Positive,Chat,Get Statement
174,9d943d74-8a6a-46a5-bba8-8220111a003e,2024-12-04,CC,2024-12-04 | CC | Rep: REP685,REP685,Positive,Chat,Apply Credit Card
175,81066c1c-c625-4ad3-8474-6ffad68ad9f3,2025-01-11,CLOSE ACCT,2025-01-11 | CLOSE ACCT | Rep: REP095 | Note: Requested urgent update to mailing address.,REP095,Neutral,Email,Close Account
176,5282a13a-908f-4fe8-b799-d702be60d2f7,2025-04-16,PIN RST,2025-04-16 | PIN RST | Rep: REP850 | Note: Collection notice acknowledged; partial payment made.,REP850,Positive,Chat,Reset PIN
177,a226dc1c-bb88-40bd-9556-7af947862c29,2025-04-06,DC,2025-04-06 | DC | Rep: REP182 | Note: PIN reset confirmed and successful.,REP182,Negative,Voice,Debit Card Service
178,f89462a3-b7a7-47a0-860d-341f8d68e2be,2025-03-16,PND DOC,2025-03-16 | PND DOC | Rep: REP907,REP907,Positive,Voice,Document Follow-up
179,225cc911-8434-49ec-b30f-7cfd9c4a33b2,2024-11-18,NPS ACCT,2024-11-18 | NPS ACCT | Rep: REP262,REP262,Negative,Voice,Open New Account
180,54627136-b89e-4b46-9369-d779131a1074,2025-03-15,TXN,2025-03-15 | TXN | Rep: REP564 | Note: PIN reset confirmed and successful.,REP564,Neutral,Email,Transaction Issue
181,0ae08baa-0270-44ea-9d96-667079aaea2a,2025-01-25,NRI,2025-01-25 | NRI | Rep: REP989,REP989,Neutral,Email,Foreign Services
182,8baa998e-4295-4756-869b-770df05f293f,2024-11-01,CLOSE ACCT,2024-11-01 | CLOSE ACCT | Rep: REP883,REP883,Neutral,Chat,Close Account
183,4643ab21-aebd-4ee8-a202-40426dec5225,2025-02-09,PIN RST,2025-02-09 | PIN RST | Rep: REP628 | Note: PIN reset confirmed and successful.,REP628,Negative,Chat,Reset PIN
184,ce8624be-26bf-4d8d-bc8e-6ba8dc7ddf63,2025-01-21,CHQ BK,2025-01-21 | CHQ BK | Rep: REP089,REP089,Negative,Chat,Order Cheque Book
185,bf3dabb4-534e-439c-8e50-da466bd22af9,2025-01-05,CHQ BK,"2025-01-05 | CHQ BK | Rep: REP253 | Note: Asked for statement via email, sent instantly.",REP253,Negative,Email,Order Cheque Book
186,39c58908-0e01-4368-a3c6-d1147d2a69d9,2025-02-28,NPS ACCT,2025-02-28 | NPS ACCT | Rep: REP761 | Note: Advised to visit branch with original documents.,REP761,Neutral,Voice,Open New Account
187,36bd642d-6ae0-48aa-970f-6d1ce4c68704,2024-12-06,TXN,2024-12-06 | TXN | Rep: REP514 | Note: No further action required; issue resolved.,REP514,Negative,Chat,Transaction Issue
188,0434e68f-dcd2-4409-95ab-2e1b5b50e6e8,2024-11-27,CLOSE ACCT,2024-11-27 | CLOSE ACCT | Rep: REP937 | Note: PIN reset confirmed and successful.,REP937,Negative,Email,Close Account
189,14c6962b-8b83-44ef-8a1e-32a82f4ecf5c,2025-01-24,ADDR UPD,2025-01-24 | ADDR UPD | Rep: REP788,REP788,Negative,Email,Profile Update
190,f8190d5a-c206-4b20-bf2f-39acfbb85d6d,2024-11-17,ECS RVS,2024-11-17 | ECS RVS | Rep: REP077,REP077,Neutral,Chat,Reversal Request
191,0c067c6d-ddbd-4c91-882e-8a09196eb5ca,2024-10-31,LMT INC,2024-10-31 | LMT INC | Rep: REP307,REP307,Neutral,Chat,Increase Credit Limit
192,f89462a3-b7a7-47a0-860d-341f8d68e2be,2024-10-31,TXN,2024-10-31 | TXN | Rep: REP511 | Note: Explained process for fee waiver eligibility.,REP511,Positive,Chat,Transaction Issue
193,8baa998e-4295-4756-869b-770df05f293f,2025-03-06,CLOSE ACCT,2025-03-06 | CLOSE ACCT | Rep: REP176,REP176,Neutral,Email,Close Account
194,804fa060-07c7-4ece-9a95-433dbf9c8575,2024-11-06,NRI,2024-11-06 | NRI | Rep: REP895 | Note: Customer satisfied with resolution.,REP895,Neutral,Chat,Foreign Services
195,225cc911-8434-49ec-b30f-7cfd9c4a33b2,2025-02-04,ACCT,2025-02-04 | ACCT | Rep: REP780,REP780,Neutral,Email,General Account Info
196,15da6d3d-8f92-4c54-a77d-ea4e2ce1b14d,2025-04-13,ECS BLK,2025-04-13 | ECS BLK | Rep: REP096,REP096,Neutral,Chat,Block Auto Payment
197,0434e68f-dcd2-4409-95ab-2e1b5b50e6e8,2025-01-18,OTP,2025-01-18 | OTP | Rep: REP202 | Note: Fraud alert placed on the account.,REP202,Positive,Chat,Authentication Help
198,1bf09578-0d01-44ec-959e-e1e53ff01af3,2025-02-17,LMT INC,2025-02-17 | LMT INC | Rep: REP541 | Note: Customer confirmed identity after 2FA.,REP541,Negative,Chat,Increase Credit Limit
199,06d305e4-2a06-42f7-8e38-125c143d97ef,2025-03-25,KYC,"2025-03-25 | KYC | Rep: REP551 | Note: Asked for statement via email, sent instantly.",REP551,Positive,Email,Account Verification
200,52014828-a05b-4c5c-ad00-9b7483e22d75,2025-03-01,STMT RQ,2025-03-01 | STMT RQ | Rep: REP206 | Note: Requested urgent update to mailing address.,REP206,Neutral,Chat,Get Statement
201,5f9c04ee-03d3-44a5-b221-ad85fe6269be,2025-03-24,DC,2025-03-24 | DC | Rep: REP574,REP574,Negative,Voice,Debit Card Service
202,cda122e2-98d5-4007-959a-0bedb790fe80,2025-03-30,PND DOC,2025-03-30 | PND DOC | Rep: REP540,REP540,Neutral,Chat,Document Follow-up
203,0ae08baa-0270-44ea-9d96-667079aaea2a,2025-01-27,BAL TRF,2025-01-27 | BAL TRF | Rep: REP662 | Note: Card declined during purchase—issue escalated.,REP662,Neutral,Chat,Balance Transfer Request
204,bf973dae-e279-4e3e-a0f8-f4bdde27d835,2025-04-17,CHQ BK,2025-04-17 | CHQ BK | Rep: REP688 | Note: Explained process for fee waiver eligibility.,REP688,Neutral,Voice,Order Cheque Book
205,d7fe11dc-048f-49b8-b1bc-dcbdbb9a7984,2025-01-13,DC,2025-01-13 | DC | Rep: REP570 | Note: Fraud alert placed on the account.,REP570,Neutral,Chat,Debit Card Service
206,90aba0e9-b888-4e3f-baf3-ad6ed194daa1,2025-01-23,ADDR UPD,2025-01-23 | ADDR UPD | Rep: REP414 | Note: Fraud alert placed on the account.,REP414,Negative,Voice,Profile Update
207,b8673aa7-11ae-4850-9078-4b32c92d18e8,2025-02-17,PIN RST,2025-02-17 | PIN RST | Rep: REP126,REP126,Neutral,Email,Reset PIN
208,915f65c5-471f-4429-b0ab-a614e553d45c,2024-12-23,COLL,"2024-12-23 | COLL | Rep: REP181 | Note: Asked for statement via email, sent instantly.",REP181,Positive,Email,Collections Call
209,990c2a8e-9b41-4b33-ac89-d3cfe4b7bb93,2024-12-11,BAL TRF,2024-12-11 | BAL TRF | Rep: REP455,REP455,Positive,Email,Balance Transfer Request
210,f0f4107a-3ef7-4a62-bd63-35453e5482c2,2025-01-04,FVR CHK,2025-01-04 | FVR CHK | Rep: REP531,REP531,Negative,Chat,Fraud Detection
211,b9d0fe24-6860-4bbc-b5c1-7a0c8810d05c,2024-10-30,OTP,2024-10-30 | OTP | Rep: REP915,REP915,Negative,Email,Authentication Help
212,b0b7373d-3ad0-4420-9854-84cb343e8a10,2025-01-29,PND DOC,2025-01-29 | PND DOC | Rep: REP360,REP360,Negative,Voice,Document Follow-up
213,dc1322a7-aa46-4408-a3a7-a1412d19735e,2024-11-09,PND DOC,2024-11-09 | PND DOC | Rep: REP080 | Note: Advised to visit branch with original documents.,REP080,Neutral,Voice,Document Follow-up
214,47ef81b0-6f52-4417-b977-c0b1ceca29eb,2025-03-14,OTP,2025-03-14 | OTP | Rep: REP672,REP672,Negative,Email,Authentication Help
215,f8035d6f-dc44-472f-aa65-0b94655e9cd6,2025-03-07,DC,2025-03-07 | DC | Rep: REP729,REP729,Negative,Voice,Debit Card Service
216,0434e68f-dcd2-4409-95ab-2e1b5b50e6e8,2025-01-25,BAL TRF,2025-01-25 | BAL TRF | Rep: REP147,REP147,Positive,Chat,Balance Transfer Request
217,41859cc2-9f52-49b6-9c34-6b7d3257de06,2024-12-03,FEE WVR,2024-12-03 | FEE WVR | Rep: REP708 | Note: Requested urgent update to mailing address.,REP708,Neutral,Voice,Fee Waiver Request
218,53432400-5bb6-45d6-976b-66d0b309666a,2024-12-19,NRI,2024-12-19 | NRI | Rep: REP275,REP275,Positive,Email,Foreign Services
219,e060bf64-5d7b-4fce-b318-1054dfee0b20,2024-11-10,CHQ BK,2024-11-10 | CHQ BK | Rep: REP935 | Note: Card declined during purchase—issue escalated.,REP935,Negative,Voice,Order Cheque Book
220,990c2a8e-9b41-4b33-ac89-d3cfe4b7bb93,2024-11-17,ADDR UPD,2024-11-17 | ADDR UPD | Rep: REP226,REP226,Positive,Voice,Profile Update
221,8c141c43-a3e3-441a-a4ef-22356da489cc,2024-12-25,LMT INC,2024-12-25 | LMT INC | Rep: REP690 | Note: Advised to visit branch with original documents.,REP690,Neutral,Voice,Increase Credit Limit
222,15da6d3d-8f92-4c54-a77d-ea4e2ce1b14d,2024-11-18,ECS RVS,2024-11-18 | ECS RVS | Rep: REP298,REP298,Positive,Voice,Reversal Request
223,0ae08baa-0270-44ea-9d96-667079aaea2a,2024-11-11,TXN,2024-11-11 | TXN | Rep: REP660 | Note: Dispute form submitted; follow-up needed in 5 days.,REP660,Neutral,Email,Transaction Issue
224,e4a60b15-684d-4f73-a69e-41ecdd293758,2025-03-21,ACCT,2025-03-21 | ACCT | Rep: REP540,REP540,Neutral,Email,General Account Info
225,ce8624be-26bf-4d8d-bc8e-6ba8dc7ddf63,2024-12-18,ECS BLK,2024-12-18 | ECS BLK | Rep: REP912 | Note: Offered balance transfer options; customer interested.,REP912,Positive,Voice,Block Auto Payment
226,447b2c33-ad78-4482-af58-cfcf1d922222,2025-01-02,TXN,2025-01-02 | TXN | Rep: REP458 | Note: Fraud alert placed on the account.,REP458,Negative,Email,Transaction Issue
227,dbd63405-051c-4136-bd17-3a7c8e99c31a,2024-11-24,CLOSE ACCT,2024-11-24 | CLOSE ACCT | Rep: REP549 | Note: Explained process for fee waiver eligibility.,REP549,Neutral,Email,Close Account
228,a226dc1c-bb88-40bd-9556-7af947862c29,2025-04-06,TXN,2025-04-06 | TXN | Rep: REP517 | Note: Customer satisfied with resolution.,REP517,Positive,Voice,Transaction Issue
229,46023047-12c0-4e1d-b056-7a29178097ee,2025-01-30,LMT INC,2025-01-30 | LMT INC | Rep: REP597,REP597,Neutral,Voice,Increase Credit Limit
230,89647783-4c9e-45dc-8830-c647231f87cf,2025-01-10,OTP,2025-01-10 | OTP | Rep: REP833,REP833,Negative,Voice,Authentication Help
231,29a6d7e9-89b9-42e8-8e97-0adecdcf52a5,2025-03-09,OTP,2025-03-09 | OTP | Rep: REP800,REP800,Negative,Email,Authentication Help
232,06d270b6-6fce-4d22-8fab-558f39f019ab,2024-10-30,CHQ BK,2024-10-30 | CHQ BK | Rep: REP220,REP220,Negative,Chat,Order Cheque Book
233,ccf5d64a-c743-49b8-a561-95f4b4a79b76,2025-01-22,FVR CHK,2025-01-22 | FVR CHK | Rep: REP518 | Note: Customer satisfied with resolution.,REP518,Neutral,Chat,Fraud Detection
234,e060bf64-5d7b-4fce-b318-1054dfee0b20,2025-01-15,FEE WVR,2025-01-15 | FEE WVR | Rep: REP055,REP055,Positive,Email,Fee Waiver Request
235,48460ac7-904c-4750-92ab-181d88a194f0,2024-12-06,OTP,2024-12-06 | OTP | Rep: REP259 | Note: Card declined during purchase—issue escalated.,REP259,Positive,Chat,Authentication Help
236,ce8624be-26bf-4d8d-bc8e-6ba8dc7ddf63,2025-01-29,DC,2025-01-29 | DC | Rep: REP634,REP634,Negative,Voice,Debit Card Service
237,b0b7373d-3ad0-4420-9854-84cb343e8a10,2025-03-31,PND DOC,2025-03-31 | PND DOC | Rep: REP806,REP806,Positive,Chat,Document Follow-up
238,48460ac7-904c-4750-92ab-181d88a194f0,2025-01-21,PIN RST,2025-01-21 | PIN RST | Rep: REP478 | Note: Explained process for fee waiver eligibility.,REP478,Positive,Email,Reset PIN
239,f0f4107a-3ef7-4a62-bd63-35453e5482c2,2025-02-04,NPS ACCT,2025-02-04 | NPS ACCT | Rep: REP857 | Note: Customer satisfied with resolution.,REP857,Positive,Chat,Open New Account
240,b7206ec9-9b0f-4849-8981-243e2f04b06e,2025-02-15,OTP,2025-02-15 | OTP | Rep: REP293,REP293,Neutral,Chat,Authentication Help
241,f0f4107a-3ef7-4a62-bd63-35453e5482c2,2025-01-10,ECS BLK,2025-01-10 | ECS BLK | Rep: REP437 | Note: Fraud alert placed on the account.,REP437,Neutral,Email,Block Auto Payment
242,70b65935-f9f4-4aba-8411-a3ff583f3a41,2025-04-12,ECS RVS,2025-04-12 | ECS RVS | Rep: REP945 | Note: Offered balance transfer options; customer interested.,REP945,Negative,Chat,Reversal Request
243,b7206ec9-9b0f-4849-8981-243e2f04b06e,2024-11-27,STMT RQ,2024-11-27 | STMT RQ | Rep: REP236,REP236,Negative,Chat,Get Statement
244,dc1322a7-aa46-4408-a3a7-a1412d19735e,2024-10-26,ADDR UPD,2024-10-26 | ADDR UPD | Rep: REP616 | Note: PIN reset confirmed and successful.,REP616,Negative,Voice,Profile Update
245,8d40f1f4-e8f8-4c51-bae9-54db78afb62d,2025-01-31,NPS ACCT,2025-01-31 | NPS ACCT | Rep: REP589 | Note: Customer complained about unrecognized transaction.,REP589,Neutral,Chat,Open New Account
246,e060bf64-5d7b-4fce-b318-1054dfee0b20,2024-11-03,COLL,2024-11-03 | COLL | Rep: REP798,REP798,Neutral,Email,Collections Call
247,9cc2c168-853f-429e-8ca8-288f39625543,2024-12-26,ADDR UPD,2024-12-26 | ADDR UPD | Rep: REP457 | Note: Explained process for fee waiver eligibility.,REP457,Neutral,Chat,Profile Update
248,4e3b0722-bc67-47bb-9ff8-61243e0d60cd,2025-03-22,NPS ACCT,2025-03-22 | NPS ACCT | Rep: REP233 | Note: Collection notice acknowledged; partial payment made.,REP233,Neutral,Email,Open New Account
249,91aae7c3-2bcf-4b9b-b239-0dd0de5f6e6f,2024-12-01,BAL QRY,2024-12-01 | BAL QRY | Rep: REP608 | Note: Requested urgent update to mailing address.,REP608,Negative,Chat,Balance Inquiry
250,915f65c5-471f-4429-b0ab-a614e553d45c,2024-10-27,DC,2024-10-27 | DC | Rep: REP433,REP433,Negative,Chat,Debit Card Service
251,e3dce91d-ea4f-4d97-9514-bdeb43dacd04,2025-01-23,PIN RST,2025-01-23 | PIN RST | Rep: REP462 | Note: No further action required; issue resolved.,REP462,Neutral,Voice,Reset PIN
252,a205ea87-4fa9-4d62-b169-de85a7b9bc91,2025-01-20,CC,2025-01-20 | CC | Rep: REP613 | Note: Dispute form submitted; follow-up needed in 5 days.,REP613,Positive,Voice,Apply Credit Card
253,9d943d74-8a6a-46a5-bba8-8220111a003e,2025-03-19,OTP,2025-03-19 | OTP | Rep: REP316,REP316,Neutral,Chat,Authentication Help
254,e3d43b2b-56c6-4cb0-98e8-847df6184288,2025-04-13,TXN,2025-04-13 | TXN | Rep: REP465,REP465,Negative,Voice,Transaction Issue
255,29a6d7e9-89b9-42e8-8e97-0adecdcf52a5,2024-11-06,STMT RQ,2024-11-06 | STMT RQ | Rep: REP256 | Note: Fraud alert placed on the account.,REP256,Negative,Voice,Get Statement
256,e060bf64-5d7b-4fce-b318-1054dfee0b20,2025-03-06,PND DOC,2025-03-06 | PND DOC | Rep: REP518,REP518,Negative,Voice,Document Follow-up
257,a5c2be23-9314-454a-a546-f96f75749afa,2025-02-25,TXN,2025-02-25 | TXN | Rep: REP571 | Note: PIN reset confirmed and successful.,REP571,Negative,Voice,Transaction Issue
258,c7018be2-d970-4ed2-ac6b-c2bfd14c44ff,2025-02-04,TXN,2025-02-04 | TXN | Rep: REP112,REP112,Neutral,Email,Transaction Issue
259,3b569f87-2a2c-4b2b-8c45-9dc1500fe43d,2024-11-20,BAL TRF,2024-11-20 | BAL TRF | Rep: REP862 | Note: Requested urgent update to mailing address.,REP862,Neutral,Chat,Balance Transfer Request
260,c7018be2-d970-4ed2-ac6b-c2bfd14c44ff,2025-02-02,ECS BLK,2025-02-02 | ECS BLK | Rep: REP852,REP852,Negative,Voice,Block Auto Payment
261,33b3f695-4685-4d11-bccd-65bd79d42c68,2024-12-24,ADDR UPD,2024-12-24 | ADDR UPD | Rep: REP354,REP354,Negative,Email,Profile Update
262,e060bf64-5d7b-4fce-b318-1054dfee0b20,2025-01-05,TXN,2025-01-05 | TXN | Rep: REP867,REP867,Negative,Email,Transaction Issue
263,f8035d6f-dc44-472f-aa65-0b94655e9cd6,2024-11-16,BAL QRY,2024-11-16 | BAL QRY | Rep: REP294,REP294,Positive,Email,Balance Inquiry
264,a226dc1c-bb88-40bd-9556-7af947862c29,2025-01-01,ECS RVS,2025-01-01 | ECS RVS | Rep: REP922 | Note: PIN reset confirmed and successful.,REP922,Positive,Voice,Reversal Request
265,9d943d74-8a6a-46a5-bba8-8220111a003e,2024-12-06,CC,2024-12-06 | CC | Rep: REP999 | Note: Dispute form submitted; follow-up needed in 5 days.,REP999,Negative,Email,Apply Credit Card
266,39c58908-0e01-4368-a3c6-d1147d2a69d9,2025-02-02,DC,2025-02-02 | DC | Rep: REP886,REP886,Positive,Voice,Debit Card Service
267,f8190d5a-c206-4b20-bf2f-39acfbb85d6d,2025-02-16,CC,2025-02-16 | CC | Rep: REP564 | Note: Explained process for fee waiver eligibility.,REP564,Positive,Chat,Apply Credit Card
268,0c067c6d-ddbd-4c91-882e-8a09196eb5ca,2024-11-27,CHQ BK,2024-11-27 | CHQ BK | Rep: REP566,REP566,Neutral,Email,Order Cheque Book
269,9cc2c168-853f-429e-8ca8-288f39625543,2025-02-06,DC,2025-02-06 | DC | Rep: REP592,REP592,Positive,Email,Debit Card Service
270,a205ea87-4fa9-4d62-b169-de85a7b9bc91,2025-03-30,ECS BLK,2025-03-30 | ECS BLK | Rep: REP176,REP176,Positive,Voice,Block Auto Payment
271,32d5fe86-eac5-40e9-8b43-f8c963ba2f01,2024-12-13,CLOSE ACCT,2024-12-13 | CLOSE ACCT | Rep: REP255,REP255,Positive,Voice,Close Account
272,6988d2ab-0c85-4ec1-a641-e140468bce09,2024-12-19,PND DOC,2024-12-19 | PND DOC | Rep: REP074 | Note: Fraud alert placed on the account.,REP074,Neutral,Email,Document Follow-up
273,e3dce91d-ea4f-4d97-9514-bdeb43dacd04,2025-02-13,ECS RVS,2025-02-13 | ECS RVS | Rep: REP443,REP443,Positive,Voice,Reversal Request
274,23d538dc-dab3-4f26-b517-5f073d692200,2025-02-02,ACCT,2025-02-02 | ACCT | Rep: REP016 | Note: Customer satisfied with resolution.,REP016,Negative,Chat,General Account Info
275,b9d0fe24-6860-4bbc-b5c1-7a0c8810d05c,2024-11-30,NRI,2024-11-30 | NRI | Rep: REP865,REP865,Negative,Chat,Foreign Services
276,39c58908-0e01-4368-a3c6-d1147d2a69d9,2024-10-23,LMT INC,2024-10-23 | LMT INC | Rep: REP678,REP678,Positive,Chat,Increase Credit Limit
277,8baa998e-4295-4756-869b-770df05f293f,2025-03-16,ECS BLK,2025-03-16 | ECS BLK | Rep: REP239 | Note: PIN reset confirmed and successful.,REP239,Negative,Voice,Block Auto Payment
278,f8190d5a-c206-4b20-bf2f-39acfbb85d6d,2024-12-29,CC,"2024-12-29 | CC | Rep: REP913 | Note: Asked for statement via email, sent instantly.",REP913,Positive,Email,Apply Credit Card
279,804fa060-07c7-4ece-9a95-433dbf9c8575,2025-03-11,ECS BLK,2025-03-11 | ECS BLK | Rep: REP524,REP524,Negative,Email,Block Auto Payment
280,8baa998e-4295-4756-869b-770df05f293f,2025-01-26,KYC,2025-01-26 | KYC | Rep: REP168,REP168,Positive,Email,Account Verification
281,804fa060-07c7-4ece-9a95-433dbf9c8575,2025-03-21,DISP,2025-03-21 | DISP | Rep: REP721,REP721,Positive,Chat,Dispute Transaction
282,6988d2ab-0c85-4ec1-a641-e140468bce09,2024-12-27,FVR CHK,2024-12-27 | FVR CHK | Rep: REP888,REP888,Positive,Email,Fraud Detection
283,52014828-a05b-4c5c-ad00-9b7483e22d75,2025-02-10,BAL QRY,2025-02-10 | BAL QRY | Rep: REP441 | Note: No further action required; issue resolved.,REP441,Positive,Chat,Balance Inquiry
284,14c6962b-8b83-44ef-8a1e-32a82f4ecf5c,2025-01-28,PND DOC,2025-01-28 | PND DOC | Rep: REP619 | Note: PIN reset confirmed and successful.,REP619,Neutral,Chat,Document Follow-up
285,29a6d7e9-89b9-42e8-8e97-0adecdcf52a5,2025-04-14,LMT INC,2025-04-14 | LMT INC | Rep: REP776,REP776,Neutral,Voice,Increase Credit Limit
286,1bf09578-0d01-44ec-959e-e1e53ff01af3,2025-04-05,PND DOC,2025-04-05 | PND DOC | Rep: REP653,REP653,Negative,Chat,Document Follow-up
287,6988d2ab-0c85-4ec1-a641-e140468bce09,2025-03-24,COLL,2025-03-24 | COLL | Rep: REP545 | Note: Dispute form submitted; follow-up needed in 5 days.,REP545,Neutral,Email,Collections Call
288,90afe5d4-7245-4a25-ab42-77927429fa9f,2025-02-21,BAL QRY,2025-02-21 | BAL QRY | Rep: REP847 | Note: Customer satisfied with resolution.,REP847,Neutral,Email,Balance Inquiry
289,990c2a8e-9b41-4b33-ac89-d3cfe4b7bb93,2025-03-04,KYC,2025-03-04 | KYC | Rep: REP057,REP057,Negative,Email,Account Verification
290,90aba0e9-b888-4e3f-baf3-ad6ed194daa1,2025-01-26,COLL,2025-01-26 | COLL | Rep: REP726,REP726,Negative,Email,Collections Call
291,39c58908-0e01-4368-a3c6-d1147d2a69d9,2025-02-22,COLL,2025-02-22 | COLL | Rep: REP832,REP832,Neutral,Email,Collections Call
292,443c0160-bac5-4733-86d5-9c423bf3d008,2025-03-14,BAL TRF,2025-03-14 | BAL TRF | Rep: REP494 | Note: Dispute form submitted; follow-up needed in 5 days.,REP494,Neutral,Email,Balance Transfer Request
293,6988d2ab-0c85-4ec1-a641-e140468bce09,2025-01-21,ADDR UPD,2025-01-21 | ADDR UPD | Rep: REP612 | Note: Collection notice acknowledged; partial payment made.,REP612,Neutral,Email,Profile Update
294,ce8624be-26bf-4d8d-bc8e-6ba8dc7ddf63,2025-01-19,ACCT,2025-01-19 | ACCT | Rep: REP709 | Note: Requested urgent update to mailing address.,REP709,Positive,Voice,General Account Info
295,06d305e4-2a06-42f7-8e38-125c143d97ef,2025-03-12,DISP,2025-03-12 | DISP | Rep: REP916,REP916,Negative,Chat,Dispute Transaction
296,e4a60b15-684d-4f73-a69e-41ecdd293758,2024-10-29,DISP,2024-10-29 | DISP | Rep: REP849,REP849,Positive,Chat,Dispute Transaction
297,e3d43b2b-56c6-4cb0-98e8-847df6184288,2025-04-15,DC,2025-04-15 | DC | Rep: REP163 | Note: Card declined during purchase—issue escalated.,REP163,Neutral,Chat,Debit Card Service
298,36bd642d-6ae0-48aa-970f-6d1ce4c68704,2025-02-10,PIN RST,2025-02-10 | PIN RST | Rep: REP599 | Note: Dispute form submitted; follow-up needed in 5 days.,REP599,Positive,Voice,Reset PIN
299,89647783-4c9e-45dc-8830-c647231f87cf,2024-11-16,NRI,2024-11-16 | NRI | Rep: REP030,REP030,Positive,Chat,Foreign Services
300,dbd63405-051c-4136-bd17-3a7c8e99c31a,2024-12-31,PND DOC,2024-12-31 | PND DOC | Rep: REP108,REP108,Negative,Chat,Document Follow-up
301,29a6d7e9-89b9-42e8-8e97-0adecdcf52a5,2024-10-29,CC,2024-10-29 | CC | Rep: REP954,REP954,Neutral,Email,Apply Credit Card
